"OID","SUBBASIN","ARSUB","LANDUSE","ARLU","SOIL","ARSO","SLP","ARSLP","SLOPE","UNIQUECOMB","HRU_ID","HRU_GIS"
2354,16.00,114942.93,"FRSE",1570.50,"TL",15.75,"0-4.29",10.68,1.97,"16_FRSE_TL_0-4.29",2354,"000160121"
2355,16.00,114942.93,"FRSE",1570.50,"TPBEL",92.81,"11.8-9999",38.81,20.77,"16_FRSE_TPBEL_11.8-9999",2355,"000160122"
2356,16.00,114942.93,"FRSE",1570.50,"TPBEL",92.81,"4.29-11.8",38.81,8.19,"16_FRSE_TPBEL_4.29-11.8",2356,"000160123"
2357,16.00,114942.93,"FRSE",1570.50,"TPBEL",92.81,"0-4.29",15.18,2.26,"16_FRSE_TPBEL_0-4.29",2357,"000160124"
2358,16.00,114942.93,"FRST",5917.50,"AGVKTU",334.68,"11.8-9999",210.93,22.97,"16_FRST_AGVKTU_11.8-9999",2358,"000160125"
2359,16.00,114942.93,"FRST",5917.50,"AGVKTU",334.68,"4.29-11.8",97.31,7.85,"16_FRST_AGVKTU_4.29-11.8",2359,"000160126"
2360,16.00,114942.93,"FRST",5917.50,"AGVKTU",334.68,"0-4.29",26.43,2.77,"16_FRST_AGVKTU_0-4.29",2360,"000160127"
2361,16.00,114942.93,"FRST",5917.50,"BELVSI",679.50,"0-4.29",67.50,2.81,"16_FRST_BELVSI_0-4.29",2361,"000160128"
2362,16.00,114942.93,"FRST",5917.50,"BELVSI",679.50,"4.29-11.8",284.62,8.17,"16_FRST_BELVSI_4.29-11.8",2362,"000160129"
2363,16.00,114942.93,"FRST",5917.50,"BELVSI",679.50,"11.8-9999",327.37,19.00,"16_FRST_BELVSI_11.8-9999",2363,"000160130"
2364,16.00,114942.93,"FRST",5917.50,"BELVTS",502.31,"4.29-11.8",186.18,7.82,"16_FRST_BELVTS_4.29-11.8",2364,"000160131"
2365,16.00,114942.93,"FRST",5917.50,"BELVTS",502.31,"0-4.29",75.93,2.66,"16_FRST_BELVTS_0-4.29",2365,"000160132"
2366,16.00,114942.93,"FRST",5917.50,"BELVTS",502.31,"11.8-9999",240.18,19.57,"16_FRST_BELVTS_11.8-9999",2366,"000160133"
2367,16.00,114942.93,"FRST",5917.50,"BEQSK",1671.18,"0-4.29",199.68,2.75,"16_FRST_BEQSK_0-4.29",2367,"000160134"
2368,16.00,114942.93,"FRST",5917.50,"BEQSK",1671.18,"4.29-11.8",700.31,8.17,"16_FRST_BEQSK_4.29-11.8",2368,"000160135"
2369,16.00,114942.93,"FRST",5917.50,"BEQSK",1671.18,"11.8-9999",771.18,18.40,"16_FRST_BEQSK_11.8-9999",2369,"000160136"
2370,16.00,114942.93,"FRST",5917.50,"BESVL",1032.18,"0-4.29",239.06,2.53,"16_FRST_BESVL_0-4.29",2370,"000160137"
2371,16.00,114942.93,"FRST",5917.50,"BESVL",1032.18,"4.29-11.8",402.75,7.78,"16_FRST_BESVL_4.29-11.8",2371,"000160138"
2372,16.00,114942.93,"FRST",5917.50,"BESVL",1032.18,"11.8-9999",390.37,19.10,"16_FRST_BESVL_11.8-9999",2372,"000160139"
2373,16.00,114942.93,"FRST",5917.50,"BETL",74.25,"4.29-11.8",32.62,8.99,"16_FRST_BETL_4.29-11.8",2373,"000160140"
2374,16.00,114942.93,"FRST",5917.50,"BETL",74.25,"11.8-9999",41.06,15.84,"16_FRST_BETL_11.8-9999",2374,"000160141"
2375,16.00,114942.93,"FRST",5917.50,"BETL",74.25,"0-4.29",0.56,4.24,"16_FRST_BETL_0-4.29",2375,"000160142"
2376,16.00,114942.93,"FRST",5917.50,"FEAL",1410.18,"0-4.29",204.75,2.87,"16_FRST_FEAL_0-4.29",2376,"000160143"
2377,16.00,114942.93,"FRST",5917.50,"FEAL",1410.18,"11.8-9999",720.00,20.22,"16_FRST_FEAL_11.8-9999",2377,"000160144"
2378,16.00,114942.93,"FRST",5917.50,"FEAL",1410.18,"4.29-11.8",485.43,7.96,"16_FRST_FEAL_4.29-11.8",2378,"000160145"
2379,16.00,114942.93,"FRST",5917.50,"RVKMD",49.50,"11.8-9999",36.56,24.77,"16_FRST_RVKMD_11.8-9999",2379,"000160146"
2380,16.00,114942.93,"FRST",5917.50,"RVKMD",49.50,"4.29-11.8",12.93,8.05,"16_FRST_RVKMD_4.29-11.8",2380,"000160147"
2381,16.00,114942.93,"FRST",5917.50,"TPBEL",163.68,"0-4.29",18.00,3.03,"16_FRST_TPBEL_0-4.29",2381,"000160148"
2382,16.00,114942.93,"FRST",5917.50,"TPBEL",163.68,"11.8-9999",85.50,20.41,"16_FRST_TPBEL_11.8-9999",2382,"000160149"
2383,16.00,114942.93,"FRST",5917.50,"TPBEL",163.68,"4.29-11.8",60.18,7.67,"16_FRST_TPBEL_4.29-11.8",2383,"000160150"
2384,16.00,114942.93,"RNGB",162.00,"BELVTS",35.43,"0-4.29",21.37,2.64,"16_RNGB_BELVTS_0-4.29",2384,"000160151"
2385,16.00,114942.93,"RNGB",162.00,"BELVTS",35.43,"4.29-11.8",14.06,6.34,"16_RNGB_BELVTS_4.29-11.8",2385,"000160152"
2386,16.00,114942.93,"RNGB",162.00,"BEQSK",113.62,"4.29-11.8",22.50,5.95,"16_RNGB_BEQSK_4.29-11.8",2386,"000160153"
2387,16.00,114942.93,"RNGB",162.00,"BEQSK",113.62,"0-4.29",90.56,2.27,"16_RNGB_BEQSK_0-4.29",2387,"000160154"
2388,16.00,114942.93,"RNGB",162.00,"BEQSK",113.62,"11.8-9999",0.56,22.49,"16_RNGB_BEQSK_11.8-9999",2388,"000160155"
2389,16.00,114942.93,"RNGB",162.00,"FEAL",12.93,"4.29-11.8",1.12,4.80,"16_RNGB_FEAL_4.29-11.8",2389,"000160156"
2390,16.00,114942.93,"RNGB",162.00,"FEAL",12.93,"0-4.29",11.81,2.03,"16_RNGB_FEAL_0-4.29",2390,"000160157"
2391,16.00,114942.93,"WATR",118.68,"AGVKTU",117.00,"4.29-11.8",7.31,6.59,"16_WATR_AGVKTU_4.29-11.8",2391,"000160158"
2392,16.00,114942.93,"WATR",118.68,"AGVKTU",117.00,"0-4.29",106.87,1.32,"16_WATR_AGVKTU_0-4.29",2392,"000160159"
2393,16.00,114942.93,"WATR",118.68,"AGVKTU",117.00,"11.8-9999",2.81,14.18,"16_WATR_AGVKTU_11.8-9999",2393,"000160160"
2394,16.00,114942.93,"WATR",118.68,"TPBEL",1.68,"0-4.29",1.68,1.41,"16_WATR_TPBEL_0-4.29",2394,"000160161"
2395,16.00,114942.93,"A1XX",77563.12,"AGVKTU",22191.18,"11.8-9999",506.25,18.43,"16_A1XX_AGVKTU_11.8-9999",2395,"000160162"
2396,16.00,114942.93,"A1XX",77563.12,"AGVKTU",22191.18,"4.29-11.8",2009.81,6.69,"16_A1XX_AGVKTU_4.29-11.8",2396,"000160163"
2397,16.00,114942.93,"A1XX",77563.12,"AGVKTU",22191.18,"0-4.29",19675.12,1.18,"16_A1XX_AGVKTU_0-4.29",2397,"000160164"
2398,16.00,114942.93,"A1XX",77563.12,"AGVLTA",746.43,"11.8-9999",80.43,16.56,"16_A1XX_AGVLTA_11.8-9999",2398,"000160165"
2399,16.00,114942.93,"A1XX",77563.12,"AGVLTA",746.43,"4.29-11.8",159.18,7.69,"16_A1XX_AGVLTA_4.29-11.8",2399,"000160166"
2400,16.00,114942.93,"A1XX",77563.12,"AGVLTA",746.43,"0-4.29",506.81,1.49,"16_A1XX_AGVLTA_0-4.29",2400,"000160167"
2401,16.00,114942.93,"A1XX",77563.12,"BELVSI",561.93,"0-4.29",50.62,2.84,"16_A1XX_BELVSI_0-4.29",2401,"000160168"
2402,16.00,114942.93,"A1XX",77563.12,"BELVSI",561.93,"4.29-11.8",299.25,8.09,"16_A1XX_BELVSI_4.29-11.8",2402,"000160169"
2403,16.00,114942.93,"A1XX",77563.12,"BELVSI",561.93,"11.8-9999",212.06,16.49,"16_A1XX_BELVSI_11.8-9999",2403,"000160170"
2404,16.00,114942.93,"A1XX",77563.12,"BELVTS",587.81,"11.8-9999",74.25,16.34,"16_A1XX_BELVTS_11.8-9999",2404,"000160171"
2405,16.00,114942.93,"A1XX",77563.12,"BELVTS",587.81,"0-4.29",248.62,2.70,"16_A1XX_BELVTS_0-4.29",2405,"000160172"
2406,16.00,114942.93,"A1XX",77563.12,"BELVTS",587.81,"4.29-11.8",264.93,7.11,"16_A1XX_BELVTS_4.29-11.8",2406,"000160173"
2407,16.00,114942.93,"A1XX",77563.12,"BEPLMT",0.56,"0-4.29",0.56,2.98,"16_A1XX_BEPLMT_0-4.29",2407,"000160174"
2408,16.00,114942.93,"A1XX",77563.12,"BEQSK",4168.68,"11.8-9999",670.50,16.78,"16_A1XX_BEQSK_11.8-9999",2408,"000160175"
2409,16.00,114942.93,"A1XX",77563.12,"BEQSK",4168.68,"0-4.29",1343.81,2.62,"16_A1XX_BEQSK_0-4.29",2409,"000160176"
2410,16.00,114942.93,"A1XX",77563.12,"BEQSK",4168.68,"4.29-11.8",2154.37,7.37,"16_A1XX_BEQSK_4.29-11.8",2410,"000160177"
2411,16.00,114942.93,"A1XX",77563.12,"BESVL",11916.00,"4.29-11.8",5567.62,7.26,"16_A1XX_BESVL_4.29-11.8",2411,"000160178"
2412,16.00,114942.93,"A1XX",77563.12,"BESVL",11916.00,"11.8-9999",1666.68,16.17,"16_A1XX_BESVL_11.8-9999",2412,"000160179"
2413,16.00,114942.93,"A1XX",77563.12,"BESVL",11916.00,"0-4.29",4681.68,2.55,"16_A1XX_BESVL_0-4.29",2413,"000160180"
2414,16.00,114942.93,"A1XX",77563.12,"BETL",8002.68,"11.8-9999",614.25,16.36,"16_A1XX_BETL_11.8-9999",2414,"000160181"
2415,16.00,114942.93,"A1XX",77563.12,"BETL",8002.68,"4.29-11.8",2877.75,6.81,"16_A1XX_BETL_4.29-11.8",2415,"000160182"
2416,16.00,114942.93,"A1XX",77563.12,"BETL",8002.68,"0-4.29",4510.68,2.37,"16_A1XX_BETL_0-4.29",2416,"000160183"
2417,16.00,114942.93,"A1XX",77563.12,"FEAL",8267.62,"0-4.29",3158.43,2.41,"16_A1XX_FEAL_0-4.29",2417,"000160184"
2418,16.00,114942.93,"A1XX",77563.12,"FEAL",8267.62,"11.8-9999",1421.43,16.14,"16_A1XX_FEAL_11.8-9999",2418,"000160185"
2419,16.00,114942.93,"A1XX",77563.12,"FEAL",8267.62,"4.29-11.8",3687.75,7.48,"16_A1XX_FEAL_4.29-11.8",2419,"000160186"
2420,16.00,114942.93,"A1XX",77563.12,"RVKMD",2274.18,"4.29-11.8",1157.06,7.64,"16_A1XX_RVKMD_4.29-11.8",2420,"000160187"
2421,16.00,114942.93,"A1XX",77563.12,"RVKMD",2274.18,"0-4.29",437.62,2.75,"16_A1XX_RVKMD_0-4.29",2421,"000160188"
2422,16.00,114942.93,"A1XX",77563.12,"RVKMD",2274.18,"11.8-9999",679.50,16.94,"16_A1XX_RVKMD_11.8-9999",2422,"000160189"
2423,16.00,114942.93,"A1XX",77563.12,"TL",4431.37,"0-4.29",3327.18,2.15,"16_A1XX_TL_0-4.29",2423,"000160190"
2424,16.00,114942.93,"A1XX",77563.12,"TL",4431.37,"11.8-9999",96.18,15.31,"16_A1XX_TL_11.8-9999",2424,"000160191"
2425,16.00,114942.93,"A1XX",77563.12,"TL",4431.37,"4.29-11.8",1008.00,6.41,"16_A1XX_TL_4.29-11.8",2425,"000160192"
2426,16.00,114942.93,"A1XX",77563.12,"TPBEL",14414.62,"11.8-9999",791.43,16.44,"16_A1XX_TPBEL_11.8-9999",2426,"000160193"
2427,16.00,114942.93,"A1XX",77563.12,"TPBEL",14414.62,"0-4.29",8534.25,2.43,"16_A1XX_TPBEL_0-4.29",2427,"000160194"
2428,16.00,114942.93,"A1XX",77563.12,"TPBEL",14414.62,"4.29-11.8",5088.93,6.60,"16_A1XX_TPBEL_4.29-11.8",2428,"000160195"
2429,17.00,74592.56,"URMD",6690.37,"AGVLTA",1252.12,"4.29-11.8",235.12,6.80,"17_URMD_AGVLTA_4.29-11.8",2429,"000170001"
2430,17.00,74592.56,"URMD",6690.37,"AGVLTA",1252.12,"0-4.29",959.06,1.69,"17_URMD_AGVLTA_0-4.29",2430,"000170002"
2431,17.00,74592.56,"URMD",6690.37,"AGVLTA",1252.12,"11.8-9999",57.93,17.51,"17_URMD_AGVLTA_11.8-9999",2431,"000170003"
2432,17.00,74592.56,"URMD",6690.37,"BEPLMT",7.31,"11.8-9999",1.68,13.76,"17_URMD_BEPLMT_11.8-9999",2432,"000170004"
2433,17.00,74592.56,"URMD",6690.37,"BEPLMT",7.31,"4.29-11.8",5.06,8.05,"17_URMD_BEPLMT_4.29-11.8",2433,"000170005"
2434,17.00,74592.56,"URMD",6690.37,"BEPLMT",7.31,"0-4.29",0.56,3.33,"17_URMD_BEPLMT_0-4.29",2434,"000170006"
2435,17.00,74592.56,"URMD",6690.37,"BEQSK",849.93,"0-4.29",330.18,2.41,"17_URMD_BEQSK_0-4.29",2435,"000170007"
2436,17.00,74592.56,"URMD",6690.37,"BEQSK",849.93,"4.29-11.8",392.06,7.10,"17_URMD_BEQSK_4.29-11.8",2436,"000170008"
2437,17.00,74592.56,"URMD",6690.37,"BEQSK",849.93,"11.8-9999",127.68,16.29,"17_URMD_BEQSK_11.8-9999",2437,"000170009"
2438,17.00,74592.56,"URMD",6690.37,"BESVL",660.93,"11.8-9999",3.37,13.49,"17_URMD_BESVL_11.8-9999",2438,"000170010"
2439,17.00,74592.56,"URMD",6690.37,"BESVL",660.93,"4.29-11.8",75.37,6.04,"17_URMD_BESVL_4.29-11.8",2439,"000170011"
2440,17.00,74592.56,"URMD",6690.37,"BESVL",660.93,"0-4.29",582.18,1.87,"17_URMD_BESVL_0-4.29",2440,"000170012"
2441,17.00,74592.56,"URMD",6690.37,"FEAL",21.37,"0-4.29",21.37,1.37,"17_URMD_FEAL_0-4.29",2441,"000170013"
2442,17.00,74592.56,"URMD",6690.37,"LSYKIP",915.18,"11.8-9999",17.43,15.00,"17_URMD_LSYKIP_11.8-9999",2442,"000170014"
2443,17.00,74592.56,"URMD",6690.37,"LSYKIP",915.18,"4.29-11.8",122.06,6.02,"17_URMD_LSYKIP_4.29-11.8",2443,"000170015"
2444,17.00,74592.56,"URMD",6690.37,"LSYKIP",915.18,"0-4.29",775.68,1.76,"17_URMD_LSYKIP_0-4.29",2444,"000170016"
2445,17.00,74592.56,"URMD",6690.37,"PBEPGL",1395.00,"4.29-11.8",541.68,6.58,"17_URMD_PBEPGL_4.29-11.8",2445,"000170017"
2446,17.00,74592.56,"URMD",6690.37,"PBEPGL",1395.00,"0-4.29",817.31,2.44,"17_URMD_PBEPGL_0-4.29",2446,"000170018"
2447,17.00,74592.56,"URMD",6690.37,"PBEPGL",1395.00,"11.8-9999",36.00,14.66,"17_URMD_PBEPGL_11.8-9999",2447,"000170019"
2448,17.00,74592.56,"URMD",6690.37,"PGAL",352.68,"4.29-11.8",124.87,6.56,"17_URMD_PGAL_4.29-11.8",2448,"000170020"
2449,17.00,74592.56,"URMD",6690.37,"PGAL",352.68,"11.8-9999",10.68,15.37,"17_URMD_PGAL_11.8-9999",2449,"000170021"
2450,17.00,74592.56,"URMD",6690.37,"PGAL",352.68,"0-4.29",217.12,2.46,"17_URMD_PGAL_0-4.29",2450,"000170022"
2451,17.00,74592.56,"URMD",6690.37,"TL",401.62,"4.29-11.8",34.87,5.27,"17_URMD_TL_4.29-11.8",2451,"000170023"
2452,17.00,74592.56,"URMD",6690.37,"TL",401.62,"0-4.29",366.75,1.60,"17_URMD_TL_0-4.29",2452,"000170024"
2453,17.00,74592.56,"URMD",6690.37,"TPBEL",834.18,"0-4.29",654.18,2.04,"17_URMD_TPBEL_0-4.29",2453,"000170025"
2454,17.00,74592.56,"URMD",6690.37,"TPBEL",834.18,"4.29-11.8",177.75,6.23,"17_URMD_TPBEL_4.29-11.8",2454,"000170026"
2455,17.00,74592.56,"URMD",6690.37,"TPBEL",834.18,"11.8-9999",2.25,12.99,"17_URMD_TPBEL_11.8-9999",2455,"000170027"
2456,17.00,74592.56,"BARR",3934.12,"BEPLMT",3.93,"4.29-11.8",1.68,6.91,"17_BARR_BEPLMT_4.29-11.8",2456,"000170028"
2457,17.00,74592.56,"BARR",3934.12,"BEPLMT",3.93,"0-4.29",2.25,2.17,"17_BARR_BEPLMT_0-4.29",2457,"000170029"
2458,17.00,74592.56,"BARR",3934.12,"BEQSK",188.43,"0-4.29",21.37,2.62,"17_BARR_BEQSK_0-4.29",2458,"000170030"
2459,17.00,74592.56,"BARR",3934.12,"BEQSK",188.43,"11.8-9999",87.18,18.30,"17_BARR_BEQSK_11.8-9999",2459,"000170031"
2460,17.00,74592.56,"BARR",3934.12,"BEQSK",188.43,"4.29-11.8",79.87,7.65,"17_BARR_BEQSK_4.29-11.8",2460,"000170032"
2461,17.00,74592.56,"BARR",3934.12,"BESVL",739.68,"4.29-11.8",311.62,7.87,"17_BARR_BESVL_4.29-11.8",2461,"000170033"
2462,17.00,74592.56,"BARR",3934.12,"BESVL",739.68,"11.8-9999",255.93,16.55,"17_BARR_BESVL_11.8-9999",2462,"000170034"
2463,17.00,74592.56,"BARR",3934.12,"BESVL",739.68,"0-4.29",172.12,2.36,"17_BARR_BESVL_0-4.29",2463,"000170035"
2464,17.00,74592.56,"BARR",3934.12,"LSYKIP",2649.93,"4.29-11.8",1123.31,7.53,"17_BARR_LSYKIP_4.29-11.8",2464,"000170036"
2465,17.00,74592.56,"BARR",3934.12,"LSYKIP",2649.93,"0-4.29",1046.81,2.19,"17_BARR_LSYKIP_0-4.29",2465,"000170037"
2466,17.00,74592.56,"BARR",3934.12,"LSYKIP",2649.93,"11.8-9999",479.81,16.24,"17_BARR_LSYKIP_11.8-9999",2466,"000170038"
2467,17.00,74592.56,"BARR",3934.12,"PGAL",61.31,"4.29-11.8",22.50,6.40,"17_BARR_PGAL_4.29-11.8",2467,"000170039"
2468,17.00,74592.56,"BARR",3934.12,"PGAL",61.31,"0-4.29",34.31,2.38,"17_BARR_PGAL_0-4.29",2468,"000170040"
2469,17.00,74592.56,"BARR",3934.12,"PGAL",61.31,"11.8-9999",4.50,13.97,"17_BARR_PGAL_11.8-9999",2469,"000170041"
2470,17.00,74592.56,"BARR",3934.12,"TL",288.56,"4.29-11.8",93.37,6.45,"17_BARR_TL_4.29-11.8",2470,"000170042"
2471,17.00,74592.56,"BARR",3934.12,"TL",288.56,"0-4.29",182.25,2.09,"17_BARR_TL_0-4.29",2471,"000170043"
2472,17.00,74592.56,"BARR",3934.12,"TL",288.56,"11.8-9999",12.93,15.29,"17_BARR_TL_11.8-9999",2472,"000170044"
2473,17.00,74592.56,"BARR",3934.12,"TPBEL",2.25,"0-4.29",2.25,2.96,"17_BARR_TPBEL_0-4.29",2473,"000170045"
2474,17.00,74592.56,"PAST",2477.25,"AGVLTA",829.12,"4.29-11.8",51.75,5.84,"17_PAST_AGVLTA_4.29-11.8",2474,"000170046"
2475,17.00,74592.56,"PAST",2477.25,"AGVLTA",829.12,"0-4.29",777.37,1.55,"17_PAST_AGVLTA_0-4.29",2475,"000170047"
2476,17.00,74592.56,"PAST",2477.25,"BEQSK",383.06,"11.8-9999",190.68,17.42,"17_PAST_BEQSK_11.8-9999",2476,"000170048"
2477,17.00,74592.56,"PAST",2477.25,"BEQSK",383.06,"0-4.29",29.81,2.61,"17_PAST_BEQSK_0-4.29",2477,"000170049"
2478,17.00,74592.56,"PAST",2477.25,"BEQSK",383.06,"4.29-11.8",162.56,8.73,"17_PAST_BEQSK_4.29-11.8",2478,"000170050"
2479,17.00,74592.56,"PAST",2477.25,"BESVL",348.75,"4.29-11.8",110.25,7.61,"17_PAST_BESVL_4.29-11.8",2479,"000170051"
2480,17.00,74592.56,"PAST",2477.25,"BESVL",348.75,"11.8-9999",16.87,13.96,"17_PAST_BESVL_11.8-9999",2480,"000170052"
2481,17.00,74592.56,"PAST",2477.25,"BESVL",348.75,"0-4.29",221.62,1.57,"17_PAST_BESVL_0-4.29",2481,"000170053"
2482,17.00,74592.56,"PAST",2477.25,"LSYKIP",394.87,"11.8-9999",1.68,12.15,"17_PAST_LSYKIP_11.8-9999",2482,"000170054"
2483,17.00,74592.56,"PAST",2477.25,"LSYKIP",394.87,"4.29-11.8",78.18,6.46,"17_PAST_LSYKIP_4.29-11.8",2483,"000170055"
2484,17.00,74592.56,"PAST",2477.25,"LSYKIP",394.87,"0-4.29",315.00,1.95,"17_PAST_LSYKIP_0-4.29",2484,"000170056"
2485,17.00,74592.56,"PAST",2477.25,"PBEPGL",315.56,"11.8-9999",25.31,14.80,"17_PAST_PBEPGL_11.8-9999",2485,"000170057"
2486,17.00,74592.56,"PAST",2477.25,"PBEPGL",315.56,"0-4.29",225.00,2.10,"17_PAST_PBEPGL_0-4.29",2486,"000170058"
2487,17.00,74592.56,"PAST",2477.25,"PBEPGL",315.56,"4.29-11.8",65.25,6.54,"17_PAST_PBEPGL_4.29-11.8",2487,"000170059"
2488,17.00,74592.56,"PAST",2477.25,"TL",108.56,"4.29-11.8",5.62,5.55,"17_PAST_TL_4.29-11.8",2488,"000170060"
2489,17.00,74592.56,"PAST",2477.25,"TL",108.56,"0-4.29",102.93,1.64,"17_PAST_TL_0-4.29",2489,"000170061"
2490,17.00,74592.56,"PAST",2477.25,"TPBEL",97.31,"0-4.29",87.75,1.51,"17_PAST_TPBEL_0-4.29",2490,"000170062"
2491,17.00,74592.56,"PAST",2477.25,"TPBEL",97.31,"4.29-11.8",9.56,5.73,"17_PAST_TPBEL_4.29-11.8",2491,"000170063"
2492,17.00,74592.56,"FRSD",2535.75,"AGVLTA",221.06,"11.8-9999",93.37,21.27,"17_FRSD_AGVLTA_11.8-9999",2492,"000170064"
2493,17.00,74592.56,"FRSD",2535.75,"AGVLTA",221.06,"4.29-11.8",63.00,7.27,"17_FRSD_AGVLTA_4.29-11.8",2493,"000170065"
2494,17.00,74592.56,"FRSD",2535.75,"AGVLTA",221.06,"0-4.29",64.68,2.45,"17_FRSD_AGVLTA_0-4.29",2494,"000170066"
2495,17.00,74592.56,"FRSD",2535.75,"BEQSK",253.12,"0-4.29",41.62,2.82,"17_FRSD_BEQSK_0-4.29",2495,"000170067"
2496,17.00,74592.56,"FRSD",2535.75,"BEQSK",253.12,"11.8-9999",120.93,18.50,"17_FRSD_BEQSK_11.8-9999",2496,"000170068"
2497,17.00,74592.56,"FRSD",2535.75,"BEQSK",253.12,"4.29-11.8",90.56,7.82,"17_FRSD_BEQSK_4.29-11.8",2497,"000170069"
2498,17.00,74592.56,"FRSD",2535.75,"BESVL",111.37,"0-4.29",32.62,2.50,"17_FRSD_BESVL_0-4.29",2498,"000170070"
2499,17.00,74592.56,"FRSD",2535.75,"BESVL",111.37,"4.29-11.8",59.06,7.15,"17_FRSD_BESVL_4.29-11.8",2499,"000170071"
2500,17.00,74592.56,"FRSD",2535.75,"BESVL",111.37,"11.8-9999",19.68,14.38,"17_FRSD_BESVL_11.8-9999",2500,"000170072"
2501,17.00,74592.56,"FRSD",2535.75,"LSYKIP",1018.68,"0-4.29",536.06,2.35,"17_FRSD_LSYKIP_0-4.29",2501,"000170073"
2502,17.00,74592.56,"FRSD",2535.75,"LSYKIP",1018.68,"4.29-11.8",423.56,7.17,"17_FRSD_LSYKIP_4.29-11.8",2502,"000170074"
2503,17.00,74592.56,"FRSD",2535.75,"LSYKIP",1018.68,"11.8-9999",59.06,14.39,"17_FRSD_LSYKIP_11.8-9999",2503,"000170075"
2504,17.00,74592.56,"FRSD",2535.75,"PBEPGL",527.62,"11.8-9999",42.75,15.65,"17_FRSD_PBEPGL_11.8-9999",2504,"000170076"
2505,17.00,74592.56,"FRSD",2535.75,"PBEPGL",527.62,"0-4.29",319.50,2.33,"17_FRSD_PBEPGL_0-4.29",2505,"000170077"
2506,17.00,74592.56,"FRSD",2535.75,"PBEPGL",527.62,"4.29-11.8",165.37,6.76,"17_FRSD_PBEPGL_4.29-11.8",2506,"000170078"
2507,17.00,74592.56,"FRSD",2535.75,"PGAL",73.12,"11.8-9999",2.81,12.66,"17_FRSD_PGAL_11.8-9999",2507,"000170079"
2508,17.00,74592.56,"FRSD",2535.75,"PGAL",73.12,"0-4.29",33.18,2.66,"17_FRSD_PGAL_0-4.29",2508,"000170080"
2509,17.00,74592.56,"FRSD",2535.75,"PGAL",73.12,"4.29-11.8",37.12,6.54,"17_FRSD_PGAL_4.29-11.8",2509,"000170081"
2510,17.00,74592.56,"FRSD",2535.75,"TL",226.68,"11.8-9999",28.68,15.51,"17_FRSD_TL_11.8-9999",2510,"000170082"
2511,17.00,74592.56,"FRSD",2535.75,"TL",226.68,"4.29-11.8",82.68,7.06,"17_FRSD_TL_4.29-11.8",2511,"000170083"
2512,17.00,74592.56,"FRSD",2535.75,"TL",226.68,"0-4.29",115.31,2.15,"17_FRSD_TL_0-4.29",2512,"000170084"
2513,17.00,74592.56,"FRSD",2535.75,"TPBEL",104.06,"11.8-9999",6.75,14.45,"17_FRSD_TPBEL_11.8-9999",2513,"000170085"
2514,17.00,74592.56,"FRSD",2535.75,"TPBEL",104.06,"0-4.29",54.56,2.47,"17_FRSD_TPBEL_0-4.29",2514,"000170086"
2515,17.00,74592.56,"FRSD",2535.75,"TPBEL",104.06,"4.29-11.8",42.75,7.23,"17_FRSD_TPBEL_4.29-11.8",2515,"000170087"
2516,17.00,74592.56,"FRSE",4185.00,"BEPLMT",2.81,"0-4.29",1.68,1.17,"17_FRSE_BEPLMT_0-4.29",2516,"000170088"
2517,17.00,74592.56,"FRSE",4185.00,"BEPLMT",2.81,"4.29-11.8",1.12,5.14,"17_FRSE_BEPLMT_4.29-11.8",2517,"000170089"
2518,17.00,74592.56,"FRSE",4185.00,"BEQSK",1165.50,"11.8-9999",369.00,17.88,"17_FRSE_BEQSK_11.8-9999",2518,"000170090"
2519,17.00,74592.56,"FRSE",4185.00,"BEQSK",1165.50,"0-4.29",235.12,2.53,"17_FRSE_BEQSK_0-4.29",2519,"000170091"
2520,17.00,74592.56,"FRSE",4185.00,"BEQSK",1165.50,"4.29-11.8",561.37,7.87,"17_FRSE_BEQSK_4.29-11.8",2520,"000170092"
2521,17.00,74592.56,"FRSE",4185.00,"PBEPGL",2844.00,"0-4.29",1109.25,2.66,"17_FRSE_PBEPGL_0-4.29",2521,"000170093"
2522,17.00,74592.56,"FRSE",4185.00,"PBEPGL",2844.00,"11.8-9999",260.43,16.04,"17_FRSE_PBEPGL_11.8-9999",2522,"000170094"
2523,17.00,74592.56,"FRSE",4185.00,"PBEPGL",2844.00,"4.29-11.8",1474.31,7.10,"17_FRSE_PBEPGL_4.29-11.8",2523,"000170095"
2524,17.00,74592.56,"FRSE",4185.00,"PGAL",172.68,"0-4.29",48.37,2.86,"17_FRSE_PGAL_0-4.29",2524,"000170096"
2525,17.00,74592.56,"FRSE",4185.00,"PGAL",172.68,"4.29-11.8",90.00,7.17,"17_FRSE_PGAL_4.29-11.8",2525,"000170097"
2526,17.00,74592.56,"FRSE",4185.00,"PGAL",172.68,"11.8-9999",34.31,16.61,"17_FRSE_PGAL_11.8-9999",2526,"000170098"
2527,17.00,74592.56,"FRST",4089.93,"AGVLTA",181.12,"4.29-11.8",45.00,9.02,"17_FRST_AGVLTA_4.29-11.8",2527,"000170099"
2528,17.00,74592.56,"FRST",4089.93,"AGVLTA",181.12,"11.8-9999",95.62,20.99,"17_FRST_AGVLTA_11.8-9999",2528,"000170100"
2529,17.00,74592.56,"FRST",4089.93,"AGVLTA",181.12,"0-4.29",40.50,1.26,"17_FRST_AGVLTA_0-4.29",2529,"000170101"
